id,job_group,skill,sub_skill,title,description,url,type,level,language,free_or_paid,estimated_time,reliability,reason
DA011,데이터 분석가,Spark,대용량 데이터,인프런 Spark 강의 모음,Spark 기반 대용량 데이터 처리 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Spark,강의,intermediate,한국어,무료,8시간,3,빅데이터 분석 공고에서 Spark 요구가 확인됨
DA012,데이터 분석가,Airflow,워크플로우,인프런 Airflow 강의 모음,Airflow DAG와 데이터 파이프라인 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Airflow,강의,intermediate,한국어,무료,6시간,3,Airflow가 등장하는 분석 공고 대응
DA013,데이터 분석가,Looker Studio,대시보드,Looker Studio 고객센터 한국어,Looker Studio 리포트와 대시보드 작성 흐름을 한국어 도움말로 익힌다,https://support.google.com/looker-studio/?hl=ko,공식문서,beginner,한국어,무료,4시간,5,BI 대시보드 역량을 보완
DA014,데이터 분석가,BigQuery,클라우드 분석,BigQuery 문서 한국어,클라우드 데이터 웨어하우스와 SQL 분석 환경을 한국어 문서로 학습한다,https://cloud.google.com/bigquery/docs?hl=ko,공식문서,intermediate,한국어,무료,6시간,5,클라우드 분석 요구 대응
DA015,데이터 분석가,AWS,클라우드 기초,AWS Cloud Practitioner 한국어 학습,AWS 핵심 서비스와 클라우드 기본 개념을 한국어 AWS 페이지로 학습한다,https://aws.amazon.com/ko/training/learn-about/cloud-practitioner/,공식학습,beginner,한국어,무료,6시간,5,데이터 분석 공고의 AWS Azure 클라우드 요구 보완
DA016,데이터 분석가,통계,기초 통계,칸아카데미 통계와 확률,확률 분포 추정 검정 등 분석 해석 기초를 한국어로 학습한다,https://ko.khanacademy.org/math/statistics-probability,강의,beginner,한국어,무료,8시간,4,분석 결과를 설명하기 위한 기본 통계 역량
DA017,데이터 분석가,Machine Learning,분석 모델링,Google 머신러닝 단기집중과정 한국어,기본 ML 개념과 모델 평가를 한국어 Google 자료로 정리한다,https://developers.google.com/machine-learning/crash-course?hl=ko,공식학습,intermediate,한국어,무료,8시간,5,AI 데이터 분석가 공고의 ML 요구 대응
DA018,데이터 분석가,데이터 시각화,Python 시각화,인프런 데이터 시각화 강의 모음,Python과 BI 기반 데이터 시각화 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%8B%9C%EA%B0%81%ED%99%94,강의,intermediate,한국어,무료,5시간,3,Tableau BI 외 Python 시각화 역량 보완
DA019,데이터 분석가,데이터 분석,실무 채널,나도코딩 YouTube,Python과 데이터 분석 기초를 한국어 영상으로 보완한다,https://www.youtube.com/@nadocoding,유튜브,beginner,한국어,무료,6시간,3,한국어 입문자에게 접근성이 높은 인기 개발 채널
DA020,데이터 분석가,데이터 분석,실무 채널,생활코딩 YouTube,데이터와 웹 기초를 한국어 강의로 보완한다,https://www.youtube.com/@coohde,유튜브,beginner,한국어,무료,6시간,3,기초 이해가 약한 지원자에게 적합한 한국어 채널
ML001,AI/ML 엔지니어,Python,AI 개발 기초,Python 공식 한국어 튜토리얼,AI ML 개발에 필요한 Python 기본 문법을 한국어 공식 문서로 익힌다,https://docs.python.org/ko/3/tutorial/,공식문서,beginner,한국어,무료,6시간,5,AI ML 공고에서 Python은 기본 전제
ML002,AI/ML 엔지니어,Machine Learning,기초 모델링,Google 머신러닝 단기집중과정 한국어,머신러닝 기본 개념과 모델 평가를 한국어로 학습한다,https://developers.google.com/machine-learning/crash-course?hl=ko,공식학습,beginner,한국어,무료,8시간,5,머신러닝 기본 경험을 빠르게 만들 수 있음
ML003,AI/ML 엔지니어,Machine Learning,입문 강의,모두를 위한 딥러닝 시즌2 PyTorch,머신러닝과 딥러닝 기초를 한국어 강의 코드로 학습한다,https://github.com/deeplearningzerotoall/PyTorch,오픈소스,beginner,한국어,무료,10시간,4,한국어 ML 입문 자료로 널리 쓰이는 강의 코드
ML004,AI/ML 엔지니어,PyTorch,딥러닝 프레임워크,PyTorch 한국어 튜토리얼,Tensor Dataset Autograd 모델 학습 루프를 한국어 공식 튜토리얼로 익힌다,https://tutorials.pytorch.kr/,공식문서,beginner,한국어,무료,6시간,5,잡코리아 ML AI 공고에서 PyTorch 요구가 반복됨
ML005,AI/ML 엔지니어,TensorFlow,딥러닝 프레임워크,TensorFlow 튜토리얼 한국어,TensorFlow 모델 학습 평가 저장 흐름을 한국어 공식 문서로 익힌다,https://www.tensorflow.org/tutorials?hl=ko,공식문서,beginner,한국어,무료,6시간,5,TensorFlow도 AI 공고에서 PyTorch와 함께 반복됨
ML006,AI/ML 엔지니어,Keras,모델링 API,TensorFlow Keras 가이드 한국어,Keras 모델 정의 학습 커스터마이징을 한국어 문서로 학습한다,https://www.tensorflow.org/guide/keras?hl=ko,공식문서,intermediate,한국어,무료,5시간,5,TensorFlow 기반 모델 구현을 단순화해 설명 가능
ML007,AI/ML 엔지니어,OpenCV,컴퓨터비전,인프런 OpenCV 강의 모음,OpenCV 이미지 처리와 컴퓨터비전 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=OpenCV,강의,intermediate,한국어,무료,6시간,3,CV 문서인식 AI 공고의 OpenCV 요구 대응
ML008,AI/ML 엔지니어,Computer Vision,객체 탐지,인프런 컴퓨터비전 강의 모음,컴퓨터비전과 객체 탐지 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=%EC%BB%B4%ED%93%A8%ED%84%B0%EB%B9%84%EC%A0%84,강의,advanced,한국어,무료,8시간,3,객체탐지와 딥러닝 모델 구현 요구 대응
ML009,AI/ML 엔지니어,ONNX,모델 교환,인프런 ONNX 강의 모음,ONNX 모델 변환과 배포 관련 한국어 강의를 찾아 학습한다,https://www.inflearn.com/ko/search?s=ONNX,강의,intermediate,한국어,무료,4시간,3,ONNX 요구가 있는 ML 공고 대응
ML010,AI/ML 엔지니어,Transformers,NLP/LLM,Hugging Face Transformers 한국어 문서,Transformers 모델 로딩 추론 파인튜닝 흐름을 한국어 문서로 학습한다,https://huggingface.co/docs/transformers/main/ko/index,공식문서,intermediate,한국어,무료,6시간,5,LLM AI 공고의 모델 활용 역량 보완
ML011,AI/ML 엔지니어,Hugging Face,LLM 학습,인프런 NLP 강의 모음,자연어처리와 Transformer 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=NLP,강의,intermediate,한국어,무료,10시간,3,LLM NLP 관련 역량 보완
ML012,AI/ML 엔지니어,LangChain,LLM 앱,인프런 LangChain 강의 모음,LangChain RAG 에이전트 앱 개발 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=LangChain,강의,intermediate,한국어,무료,6시간,3,잡코리아 ML 공고에서 LangChain 요구 확인
ML013,AI/ML 엔지니어,vLLM,LLM 서빙,인프런 vLLM 강의 모음,vLLM과 LLM 서빙 관련 한국어 강의를 찾아 학습한다,https://www.inflearn.com/ko/search?s=vLLM,강의,advanced,한국어,무료,5시간,3,vLLM 요구가 있는 최신 ML 공고 대응
ML014,AI/ML 엔지니어,MLflow,MLOps,인프런 MLflow 강의 모음,MLflow 실험 추적과 MLOps 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=MLflow,강의,intermediate,한국어,무료,6시간,3,MLOps 운영 역량 보완
ML015,AI/ML 엔지니어,DVC,버전관리,인프런 DVC 강의 모음,데이터와 모델 버전관리 관련 한국어 강의를 찾아 학습한다,https://www.inflearn.com/ko/search?s=DVC,강의,intermediate,한국어,무료,5시간,3,모델 재현성과 협업 역량 보완
ML016,AI/ML 엔지니어,Docker,모델 실행환경,인프런 Docker 강의 모음,Docker 컨테이너와 실행 환경 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Docker,강의,beginner,한국어,무료,4시간,3,ML 배포와 MLOps에서 컨테이너 이해가 필요
ML017,AI/ML 엔지니어,SageMaker,클라우드 ML,Amazon SageMaker 한국어 문서,SageMaker 기반 모델 학습 배포 환경을 한국어 AWS 문서로 이해한다,https://docs.aws.amazon.com/ko_kr/sagemaker/latest/dg/whatis.html,공식문서,intermediate,한국어,무료,6시간,5,AI ML 공고의 클라우드 운영 요구 보완
ML018,AI/ML 엔지니어,Spark,대용량 데이터,인프런 Spark 강의 모음,Spark 기반 대용량 데이터 처리 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Spark,강의,intermediate,한국어,무료,6시간,3,빅데이터 AI 공고의 Spark Hadoop 요구 대응
ML019,AI/ML 엔지니어,통계,모델 이해,혁펜하임 YouTube,수학 통계 머신러닝 개념을 한국어 영상으로 보완한다,https://www.youtube.com/@hyukppen,유튜브,beginner,한국어,무료,6시간,3,ML 개념 설명력을 높이기 좋은 한국어 채널
ML020,AI/ML 엔지니어,MLOps,실무 로드맵,테디노트 YouTube,LLM RAG LangChain 실무 흐름을 한국어 영상으로 학습한다,https://www.youtube.com/@teddynote,유튜브,intermediate,한국어,무료,6시간,3,LLM 앱과 RAG 실습 보완에 적합한 한국어 채널
BE001,백엔드 개발자,Java,언어 기초,인프런 Java 강의 모음,Java 객체지향과 백엔드 기초 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Java,강의,beginner,한국어,무료,8시간,3,잡코리아 백엔드 공고에서 Java가 반복됨
BE002,백엔드 개발자,Spring Boot,REST API,인프런 Spring Boot 강의 모음,Spring Boot REST API 개발 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Spring+Boot,강의,beginner,한국어,무료,6시간,3,Spring Boot는 Java 백엔드 공고의 핵심 요구역량
BE003,백엔드 개발자,JPA,데이터 접근,인프런 JPA 강의 모음,JPA ORM 엔티티 관계 매핑 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=JPA,강의,intermediate,한국어,무료,6시간,3,JPA ORM 요구가 반복되는 백엔드 공고 대응
BE004,백엔드 개발자,Spring Security,인증/인가,인프런 Spring Security 강의 모음,Spring Security 인증 인가 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Spring+Security,강의,intermediate,한국어,무료,6시간,3,백엔드 인증 인가 경험 보완
BE005,백엔드 개발자,REST API,API 설계,Microsoft REST API 설계 모범 사례 한국어,REST API 리소스 설계 상태코드 버전관리 원칙을 한국어 문서로 정리한다,https://learn.microsoft.com/ko-kr/azure/architecture/best-practices/api-design,공식문서,intermediate,한국어,무료,5시간,5,API RESTful Open API 요구가 반복됨
BE006,백엔드 개발자,OpenAPI,API 문서화,인프런 Swagger OpenAPI 강의 모음,OpenAPI와 Swagger 문서화 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Swagger+OpenAPI,강의,beginner,한국어,무료,3시간,3,Open API와 협업형 API 문서화 요구 대응
BE007,백엔드 개발자,AWS,EC2 배포,Amazon EC2 시작하기 한국어,EC2 인스턴스 생성 접속 배포 기본 흐름을 한국어 문서로 학습한다,https://docs.aws.amazon.com/ko_kr/AWSEC2/latest/UserGuide/EC2_GetStarted.html,공식문서,beginner,한국어,무료,5시간,5,AWS 인프라 운영 배포 요구가 반복됨
BE008,백엔드 개발자,AWS,RDS 운영,Amazon RDS 한국어 문서,RDS 데이터베이스 생성 연결 운영 기본을 한국어 문서로 익힌다,https://docs.aws.amazon.com/ko_kr/AmazonRDS/latest/UserGuide/Welcome.html,공식문서,intermediate,한국어,무료,5시간,5,DB 운영과 클라우드 배포 경험 보완
BE009,백엔드 개발자,Docker,컨테이너,인프런 Docker 강의 모음,Docker 컨테이너와 백엔드 배포 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Docker,강의,beginner,한국어,무료,4시간,3,Docker CI CD 환경 경험 요구 대응
BE010,백엔드 개발자,Docker,Docker Compose,인프런 Docker Compose 강의 모음,Docker Compose 기반 API DB 실행 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Docker+Compose,강의,intermediate,한국어,무료,4시간,3,백엔드 프로젝트 실행 환경을 묶기 좋음
BE011,백엔드 개발자,CI/CD,GitHub Actions,GitHub Actions 한국어 문서,빌드 테스트 배포 자동화 워크플로우를 한국어 공식 문서로 학습한다,https://docs.github.com/ko/actions,공식문서,beginner,한국어,무료,5시간,5,백엔드 공고에서 CI CD 환경 경험이 반복됨
BE012,백엔드 개발자,CI/CD,Docker Action,GitHub Docker 컨테이너 작업 한국어 문서,Docker 컨테이너 기반 GitHub Actions 흐름을 한국어 공식 문서로 학습한다,https://docs.github.com/ko/actions/tutorials/using-containerized-services/creating-a-docker-container-action,공식문서,intermediate,한국어,무료,4시간,5,Docker와 CI CD를 함께 보완
BE013,백엔드 개발자,Git,협업,Pro Git 한국어판,브랜치 커밋 병합 등 Git 기본을 한국어 공식 책으로 정리한다,https://git-scm.com/book/ko/v2,공식문서,beginner,한국어,무료,4시간,5,Git GitHub 협업 요구가 반복됨
BE014,백엔드 개발자,PostgreSQL,DB 기초,PostgreSQL 한국어 문서,관계형 DB 설계와 SQL 기본 흐름을 한국어 문서로 익힌다,https://postgresql.kr/docs/,공식문서,beginner,한국어,무료,5시간,4,DB 연동과 서버 개발 역량의 기본 자료
BE015,백엔드 개발자,MySQL,DB 실습,생활코딩 MySQL 강의 검색,MySQL과 관계형 DB 기초를 한국어 강의로 보완한다,https://www.youtube.com/results?search_query=%EC%83%9D%ED%99%9C%EC%BD%94%EB%94%A9+MySQL,유튜브,beginner,한국어,무료,6시간,3,MariaDB MySQL 계열 요구 대응
BE016,백엔드 개발자,Redis,캐시,인프런 Redis 강의 모음,Redis 캐시 자료구조 TTL 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Redis,강의,intermediate,한국어,무료,4시간,3,성능 개선과 캐싱 경험을 추가하기 좋음
BE017,백엔드 개발자,Kotlin,JVM 언어,인프런 Kotlin 강의 모음,Kotlin JVM 백엔드 활용 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Kotlin,강의,beginner,한국어,무료,5시간,3,Kotlin이 Java와 함께 등장하는 공고 대응
BE018,백엔드 개발자,Node.js,서버 런타임,인프런 Node.js 강의 모음,Node.js 런타임과 서버 개발 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Node.js,강의,beginner,한국어,무료,5시간,3,Node.js 백엔드 요구 공고 대응
BE019,백엔드 개발자,CI/CD,Jenkins,인프런 Jenkins 강의 모음,Jenkins 기반 빌드 배포 자동화 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Jenkins,강의,intermediate,한국어,무료,5시간,3,Jenkins 기반 CI CD 요구 대응
BE020,백엔드 개발자,Docker,실무 영상,따라하며 배우는 Docker YouTube 검색,Docker와 배포 실습 영상을 한국어로 찾아 학습한다,https://www.youtube.com/results?search_query=Docker+%EA%B0%95%EC%9D%98+%ED%95%9C%EA%B5%AD%EC%96%B4,유튜브,intermediate,한국어,무료,6시간,3,Docker DevOps 입문 보완
FE001,프론트엔드 개발자,HTML,웹 기초,MDN HTML 한국어,시맨틱 HTML과 문서 구조를 한국어 MDN으로 익힌다,https://developer.mozilla.org/ko/docs/Learn/HTML,공식문서,beginner,한국어,무료,4시간,5,프론트엔드 기초와 접근성의 시작점
FE002,프론트엔드 개발자,CSS,웹 스타일링,MDN CSS 한국어,레이아웃 박스 모델 반응형 스타일링을 한국어 MDN으로 학습한다,https://developer.mozilla.org/ko/docs/Learn/CSS,공식문서,beginner,한국어,무료,5시간,5,프론트엔드 구현의 기본 역량
FE003,프론트엔드 개발자,JavaScript,언어 기초,MDN JavaScript 가이드 한국어,ES6 문법 함수 객체 비동기 기초를 한국어 문서로 정리한다,https://developer.mozilla.org/ko/docs/Web/JavaScript/Guide,공식문서,beginner,한국어,무료,8시간,5,JavaScript ES6 요구 대응
FE004,프론트엔드 개발자,TypeScript,타입 시스템,TypeScript 한글 문서,타입 인터페이스 제네릭 등 실무 TS 기본을 한국어로 익힌다,https://typescript-kr.github.io/,문서,beginner,한국어,무료,6시간,4,TypeScript는 React Next 공고에서 반복됨
FE005,프론트엔드 개발자,React,컴포넌트,React 공식 한국어 문서,컴포넌트 props state 이벤트 렌더링 흐름을 한국어 공식 문서로 학습한다,https://ko.react.dev/learn,공식문서,beginner,한국어,무료,6시간,5,잡코리아 프론트엔드 공고에서 React 요구가 반복됨
FE006,프론트엔드 개발자,Next.js,프레임워크,Next.js 한국어 문서,라우팅 렌더링 데이터 패칭 배포 흐름을 한국어 문서로 학습한다,https://nextjs-ko.org/docs,문서,intermediate,한국어,무료,6시간,4,Next.js는 최근 프론트 공고에서 자주 등장
FE007,프론트엔드 개발자,Git,협업,GitHub 시작하기 한국어 문서,GitHub 기반 저장소 협업 PR 이슈 흐름을 한국어 문서로 익힌다,https://docs.github.com/ko/get-started,공식문서,beginner,한국어,무료,4시간,5,Git GitHub 요구가 반복됨
FE008,프론트엔드 개발자,Tailwind CSS,스타일링,인프런 Tailwind CSS 강의 모음,Tailwind CSS 반응형 UI 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Tailwind+CSS,강의,beginner,한국어,무료,4시간,3,Tailwind CSS가 Next React 공고에 포함됨
FE009,프론트엔드 개발자,React Query,서버 상태,인프런 React Query 강의 모음,React Query 서버 상태 캐싱 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=React+Query,강의,intermediate,한국어,무료,5시간,3,React Query가 최신 프론트 공고에서 반복됨
FE010,프론트엔드 개발자,Redux,상태관리,Redux 한국어 문서,Redux Toolkit 기반 전역 상태관리 기본을 한국어 문서로 익힌다,https://ko.redux.js.org/,문서,intermediate,한국어,무료,4시간,4,Redux Recoil Zustand 같은 상태관리 요구 대응
FE011,프론트엔드 개발자,Zustand,상태관리,인프런 Zustand 강의 모음,Zustand 전역 상태관리 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Zustand,강의,beginner,한국어,무료,3시간,3,Zustand 요구가 있는 프론트 공고 대응
FE012,프론트엔드 개발자,Vite,빌드 도구,Vite 한국어 문서,Vite 프로젝트 구성 개발 서버 빌드 기본을 한국어 문서로 학습한다,https://ko.vite.dev/guide/,공식문서,beginner,한국어,무료,3시간,5,Vite Webpack 요구 대응
FE013,프론트엔드 개발자,Webpack,번들링,Webpack 한국어 문서,엔트리 로더 플러그인 번들링 개념을 한국어 문서로 학습한다,https://webpack.kr/concepts/,문서,intermediate,한국어,무료,4시간,4,Vite Webpack 기반 빌드 환경 이해 보완
FE014,프론트엔드 개발자,Jest,테스트,인프런 Jest 강의 모음,Jest 기반 프론트엔드 테스트 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Jest,강의,beginner,한국어,무료,4시간,3,Jest 요구가 있는 프론트 공고 대응
FE015,프론트엔드 개발자,Testing Library,UI 테스트,인프런 Testing Library 강의 모음,사용자 관점의 컴포넌트 테스트 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Testing+Library,강의,intermediate,한국어,무료,4시간,3,React 테스트 신뢰도를 높이는 기본 자료
FE016,프론트엔드 개발자,Playwright,E2E 테스트,인프런 Playwright 강의 모음,브라우저 기반 E2E 테스트 강의를 한국어로 찾아 학습한다,https://www.inflearn.com/ko/search?s=Playwright,강의,intermediate,한국어,무료,5시간,3,포트폴리오에서 품질 역량을 보여주기 좋음
FE017,프론트엔드 개발자,접근성,웹 접근성,MDN 접근성 한국어,시맨틱 마크업 키보드 접근성 ARIA 기본을 한국어 문서로 학습한다,https://developer.mozilla.org/ko/docs/Learn/Accessibility,공식문서,beginner,한국어,무료,4시간,5,프론트엔드 완성도를 높이는 핵심 보완 역량
FE018,프론트엔드 개발자,API 연동,OpenAPI/Swagger,Microsoft REST API 설계 한국어,백엔드 API 스펙을 읽고 연동하는 기본 구조를 한국어 문서로 익힌다,https://learn.microsoft.com/ko-kr/azure/architecture/best-practices/api-design,공식문서,beginner,한국어,무료,3시간,5,Swagger OpenAPI 요구 대응
FE019,프론트엔드 개발자,CSS,실무 채널,드림코딩 YouTube,HTML CSS JavaScript React 실무 감각을 한국어 영상으로 보완한다,https://www.youtube.com/@dream-coding,유튜브,beginner,한국어,무료,6시간,3,프론트엔드 입문자에게 인기 있는 한국어 채널
FE020,프론트엔드 개발자,Frontend,실무 채널,노마드 코더 YouTube,React Next TypeScript 웹 개발 흐름을 한국어 영상으로 복습한다,https://www.youtube.com/@nomadcoders,유튜브,beginner,한국어,무료,6시간,3,프론트엔드 입문자에게 인기 있는 한국어 채널
